Center: x=250, y=250
Point 1609: x=83.123, y=139.764
Point 1610: x=238.894, y=50.309
Point 1611: x=217.923, y=447.411
Point 1612: x=123.167, y=95.361
Point 1613: x=444.29, y=297.45
Point 1614: x=244.715, y=449.93
Point 1615: x=153.794, y=425.341
Point 1616: x=71.068, y=160.65
Point 1617: x=294.716, y=444.937
Point 1618: x=449.463, y=235.353
Point 1619: x=111.656, y=394.433
Point 1620: x=169.004, y=67.135
Point 1621: x=407.493, y=373.272
Point 1622: x=252.613, y=449.983
Point 1623: x=339.495, y=428.86
Point 1624: x=55.193, y=295.279
Point 1625: x=278.896, y=447.902
Point 1626: x=270.138, y=448.984
Point 1627: x=54.78, y=293.464
Point 1628: x=260.566, y=50.279
Point 1629: x=151.305, y=76.048
Point 1630: x=66.863, y=169.62
Point 1631: x=72.866, y=157.137
Point 1632: x=352.652, y=421.647
Point 1633: x=314.602, y=60.721
Point 1634: x=208.905, y=54.268
Point 1635: x=52.19, y=279.514
Point 1636: x=353.504, y=78.866
Point 1637: x=360.919, y=416.424
Point 1638: x=337.418, y=70.117
Point 1639: x=385.018, y=102.453
Point 1640: x=56.376, y=300.098
Point 1641: x=349.538, y=76.529
Point 1642: x=88.741, y=131.698
Point 1643: x=428.113, y=340.971
Point 1644: x=55.734, y=202.454
Point 1645: x=73.458, y=156.016
Point 1646: x=449.607, y=237.472
Point 1647: x=388.286, y=105.511
Point 1648: x=181.748, y=62.006
Point 1649: x=437.783, y=181.169
Point 1650: x=411.993, y=367.296
Point 1651: x=361.545, y=83.995
Point 1652: x=53.356, y=286.487
Point 1653: x=71.106, y=160.575
Point 1654: x=157.148, y=72.86
Point 1655: x=230.446, y=449.042
Point 1656: x=256.87, y=449.882
Point 1657: x=387.84, y=105.085
Point 1658: x=397.395, y=114.816
Point 1659: x=344.437, y=73.7
Point 1660: x=165.806, y=431.415
Point 1661: x=143.381, y=80.789
Point 1662: x=362.121, y=84.384
Point 1663: x=449.997, y=248.819
Point 1664: x=76.195, y=151.046
Point 1665: x=429.71, y=337.774
Point 1666: x=209.504, y=54.143
Point 1667: x=173.203, y=65.332
Point 1668: x=50.631, y=265.879
Point 1669: x=59.476, y=189.168
Point 1670: x=86.198, y=364.756
Point 1671: x=346.822, y=425.002
Point 1672: x=203.785, y=55.413
Point 1673: x=51.829, y=276.989
Point 1674: x=447.744, y=279.953
Point 1675: x=403.031, y=121.231
Point 1676: x=235.218, y=449.453
Point 1677: x=88.568, y=131.934
Point 1678: x=157.176, y=72.846
Point 1679: x=449.076, y=230.8
Point 1680: x=51.101, y=229.04
Point 1681: x=145.938, y=79.205
Point 1682: x=66.768, y=330.162
Point 1683: x=187.843, y=59.904
Point 1684: x=420.489, y=145.437
Point 1685: x=52.911, y=284.0
Point 1686: x=51.276, y=227.44
Point 1687: x=311.622, y=440.27
Point 1688: x=427.037, y=343.048
Point 1689: x=52.939, y=284.163
Point 1690: x=50.666, y=233.694
Point 1691: x=449.349, y=266.12
Point 1692: x=423.093, y=350.193
Point 1693: x=344.945, y=73.973
Point 1694: x=446.928, y=215.079
Point 1695: x=330.897, y=67.091
Point 1696: x=103.231, y=385.863
Point 1697: x=104.053, y=386.746
Point 1698: x=72.359, y=158.11
Point 1699: x=51.321, y=227.053
Point 1700: x=425.613, y=154.292
Point 1701: x=235.619, y=449.482
Point 1702: x=195.355, y=57.61
Point 1703: x=449.964, y=246.207
Point 1704: x=124.92, y=406.061
Point 1705: x=444.482, y=203.346
Point 1706: x=146.153, y=79.074
Point 1707: x=85.996, y=364.468
Point 1708: x=163.855, y=69.504
Point 1709: x=81.285, y=142.598
Point 1710: x=120.844, y=97.295
Point 1711: x=410.654, y=369.124
Point 1712: x=439.314, y=185.502
Point 1713: x=443.536, y=199.563
Point 1714: x=78.403, y=147.266
Point 1715: x=443.242, y=198.448
Point 1716: x=159.733, y=428.471
Point 1717: x=449.927, y=244.604
Point 1718: x=335.549, y=430.78
Point 1719: x=331.365, y=432.701
Point 1720: x=257.537, y=449.858
Point 1721: x=53.963, y=210.383
Point 1722: x=438.324, y=317.336
Point 1723: x=94.741, y=376.073
Point 1724: x=367.627, y=411.752
Point 1725: x=53.391, y=213.326
Point 1726: x=356.07, y=419.556
Point 1727: x=242.252, y=449.85
Point 1728: x=268.968, y=449.098
Point 1729: x=411.159, y=368.438
Point 1730: x=265.72, y=50.619
Point 1731: x=439.925, y=312.679
Point 1732: x=415.164, y=362.787
Point 1733: x=442.153, y=194.528
Point 1734: x=103.726, y=113.604
Point 1735: x=144.261, y=80.238
Point 1736: x=55.394, y=203.865
Point 1737: x=320.619, y=62.883
Point 1738: x=449.063, y=230.668
Point 1739: x=231.309, y=449.125
Point 1740: x=391.299, y=391.544
Point 1741: x=234.42, y=50.608
Point 1742: x=397.835, y=384.703
Point 1743: x=448.143, y=277.194
Point 1744: x=69.064, y=164.781
Point 1745: x=380.872, y=401.236
Point 1746: x=57.291, y=196.491
Point 1747: x=425.631, y=154.325
Point 1748: x=169.381, y=66.969
Point 1749: x=179.49, y=62.841
Point 1750: x=68.052, y=166.963
Point 1751: x=449.975, y=253.14
Point 1752: x=408.205, y=372.357
Point 1753: x=442.789, y=303.22
Point 1754: x=269.55, y=50.958
Point 1755: x=353.845, y=420.927
Point 1756: x=359.675, y=82.753
Point 1757: x=400.261, y=381.991
Point 1758: x=124.123, y=405.419
Point 1759: x=66.785, y=169.799
Point 1760: x=63.968, y=176.569
Point 1761: x=77.326, y=350.914
Point 1762: x=400.587, y=118.382
Point 1763: x=386.616, y=103.931
Point 1764: x=88.344, y=367.76
Point 1765: x=296.934, y=444.415
Point 1766: x=268.254, y=50.835
Point 1767: x=380.086, y=401.913
Point 1768: x=361.979, y=84.287
Point 1769: x=238.765, y=449.684
Point 1770: x=407.997, y=372.625
Point 1771: x=294.384, y=445.013
Point 1772: x=135.958, y=85.7
Point 1773: x=254.354, y=449.953
Point 1774: x=408.783, y=128.394
Point 1775: x=51.637, y=224.464
Point 1776: x=53.027, y=215.334
Point 1777: x=146.038, y=420.857
Point 1778: x=374.159, y=93.206
Point 1779: x=51.479, y=225.722
Point 1780: x=54.1, y=209.711
Point 1781: x=103.86, y=113.461
Point 1782: x=409.995, y=129.993
Point 1783: x=216.762, y=52.781
Point 1784: x=361.383, y=83.886
Point 1785: x=359.612, y=417.288
Point 1786: x=194.889, y=442.257
Point 1787: x=162.333, y=70.238
Point 1788: x=199.026, y=56.605
Point 1789: x=394.67, y=388.096
Point 1790: x=291.802, y=445.583
Point 1791: x=237.78, y=50.374
Point 1792: x=53.939, y=289.498
Point 1793: x=140.396, y=417.293
Point 1794: x=82.663, y=359.537
Point 1795: x=440.273, y=188.388
Point 1796: x=110.565, y=106.62
Point 1797: x=191.11, y=58.866
Point 1798: x=447.056, y=215.811
Point 1799: x=118.548, y=99.267
Point 1800: x=250.914, y=449.998
Point 1801: x=55.986, y=201.435
Point 1802: x=264.862, y=50.553
Point 1803: x=410.32, y=130.428
Point 1804: x=333.314, y=68.179
Point 1805: x=75.425, y=152.412
Point 1806: x=181.752, y=62.005
Point 1807: x=50.319, y=261.285
Point 1808: x=114.026, y=396.666
Point 1809: x=254.838, y=50.059
Point 1810: x=315.858, y=61.154
Point 1811: x=185.952, y=439.467
Point 1812: x=154.408, y=74.323
Point 1813: x=262.622, y=50.399
Point 1814: x=82.026, y=358.557
Point 1815: x=65.86, y=171.946
Point 1816: x=84.189, y=138.166
Point 1817: x=201.482, y=444.026
Point 1818: x=449.999, y=250.579
Point 1819: x=51.289, y=272.673
Point 1820: x=411.46, y=368.028
Point 1821: x=223.9, y=51.71
Point 1822: x=80.218, y=144.293
Point 1823: x=97.159, y=378.995
Point 1824: x=188.093, y=440.178
Point 1825: x=442.125, y=305.571
Point 1826: x=50.005, y=248.52
Point 1827: x=61.05, y=184.442
Point 1828: x=236.004, y=449.51
Point 1829: x=324.142, y=435.75
Point 1830: x=91.828, y=127.601
Point 1831: x=76.348, y=150.779
Point 1832: x=100.645, y=116.984
Point 1833: x=225.851, y=51.463
Point 1834: x=365.064, y=86.415
Point 1835: x=64.415, y=324.554
Point 1836: x=99.865, y=382.135
Point 1837: x=54.367, y=208.433
Point 1838: x=82.523, y=140.677
Point 1839: x=80.082, y=355.489
Point 1840: x=305.118, y=442.255
Point 1841: x=327.959, y=434.18
Point 1842: x=110.284, y=106.894
Point 1843: x=380.182, y=401.831
Point 1844: x=401.623, y=380.424
Point 1845: x=179.989, y=62.654
Point 1846: x=64.517, y=324.807
Point 1847: x=65.715, y=172.288
Point 1848: x=69.698, y=163.448
Point 1849: x=186.012, y=60.513
Point 1850: x=449.997, y=251.012
Point 1851: x=70.063, y=162.691
Point 1852: x=321.651, y=436.725
Point 1853: x=233.095, y=50.716
Point 1854: x=413.106, y=134.256
Point 1855: x=212.237, y=446.402
Point 1856: x=307.692, y=441.499
Point 1857: x=69.093, y=335.281
Point 1858: x=169.431, y=433.054
Point 1859: x=50.365, y=262.082
Point 1860: x=305.473, y=442.153
Point 1861: x=392.231, y=109.393
Point 1862: x=296.396, y=55.456
Point 1863: x=403.104, y=121.317
Point 1864: x=182.686, y=61.668
Point 1865: x=116.946, y=100.679
Point 1866: x=416.108, y=361.391
Point 1867: x=114.721, y=397.308
Point 1868: x=165.201, y=431.133
Point 1869: x=286.259, y=53.314
Point 1870: x=103.378, y=386.022
Point 1871: x=212.3, y=446.415
Point 1872: x=256.927, y=449.88
Point 1873: x=191.097, y=58.871
Point 1874: x=416.618, y=139.373
Point 1875: x=162.709, y=70.055
Point 1876: x=215.451, y=53.007
Point 1877: x=51.907, y=222.448
Point 1878: x=90.369, y=129.51
Point 1879: x=50.71, y=266.838
Point 1880: x=312.618, y=60.055
Point 1881: x=275.85, y=51.678
Point 1882: x=57.218, y=196.755
Point 1883: x=303.09, y=57.175
Point 1884: x=107.87, y=390.709
Point 1885: x=238.916, y=449.693
Point 1886: x=56.817, y=301.771
Point 1887: x=328.269, y=65.951
Point 1888: x=427.649, y=158.125
Point 1889: x=340.415, y=71.604
Point 1890: x=241.786, y=449.831
Point 1891: x=394.353, y=111.572
Point 1892: x=50.0, y=250.341
Point 1893: x=51.951, y=222.136
Point 1894: x=431.487, y=334.039
Point 1895: x=54.137, y=209.533
Point 1896: x=202.115, y=444.183
Point 1897: x=287.534, y=446.447
Point 1898: x=51.563, y=274.958
Point 1899: x=127.275, y=407.92
Point 1900: x=421.761, y=147.54
Point 1901: x=123.41, y=404.838
Point 1902: x=91.402, y=371.846
Point 1903: x=321.224, y=436.888
Point 1904: x=152.896, y=75.155
Point 1905: x=408.115, y=127.527
Point 1906: x=353.439, y=421.174
Point 1907: x=248.884, y=449.997
Point 1908: x=327.237, y=65.516
Point 1909: x=50.496, y=264.081
Point 1910: x=176.94, y=436.178
Point 1911: x=439.178, y=185.102
Point 1912: x=53.826, y=211.066
Point 1913: x=148.932, y=422.584
Point 1914: x=278.054, y=51.977
Point 1915: x=405.479, y=124.197
Point 1916: x=216.72, y=447.212
Point 1917: x=245.979, y=50.04
Point 1918: x=150.061, y=76.76
Point 1919: x=121.266, y=96.939
Point 1920: x=276.871, y=448.187
Point 1921: x=65.218, y=326.521
Point 1922: x=408.458, y=372.029
Point 1923: x=421.655, y=147.362
Point 1924: x=327.379, y=434.425
Point 1925: x=178.571, y=63.19
Point 1926: x=435.611, y=175.512
Point 1927: x=408.252, y=127.704
Point 1928: x=427.214, y=157.29
Point 1929: x=51.44, y=226.042
Point 1930: x=94.315, y=375.548
Point 1931: x=179.696, y=437.236
Point 1932: x=408.436, y=127.943
Point 1933: x=423.163, y=149.926
Point 1934: x=163.486, y=69.68
Point 1935: x=54.725, y=293.216
Point 1936: x=57.493, y=304.23
Point 1937: x=51.515, y=274.566
Point 1938: x=70.666, y=161.46
Point 1939: x=179.492, y=62.84
Point 1940: x=160.561, y=428.887
Point 1941: x=59.309, y=310.306
Point 1942: x=270.96, y=448.899
Point 1943: x=342.809, y=427.162
Point 1944: x=379.313, y=402.572
Point 1945: x=449.303, y=233.32
Point 1946: x=404.481, y=122.974
Point 1947: x=436.619, y=178.074
Point 1948: x=145.518, y=420.539
Point 1949: x=195.061, y=57.694
Point 1950: x=211.658, y=53.71
Point 1951: x=397.493, y=114.923
Point 1952: x=135.94, y=414.287
Point 1953: x=449.638, y=262.03
Point 1954: x=235.998, y=449.509
Point 1955: x=444.075, y=201.68
Point 1956: x=439.792, y=313.08
Point 1957: x=65.007, y=173.989
Point 1958: x=394.652, y=111.885
Point 1959: x=55.287, y=295.683
Point 1960: x=87.473, y=133.446
Point 1961: x=73.301, y=343.689
Point 1962: x=315.345, y=60.976
Point 1963: x=449.933, y=255.158
Point 1964: x=185.353, y=439.264
Point 1965: x=77.551, y=148.702
Point 1966: x=318.44, y=62.075
Point 1967: x=123.876, y=94.782
Point 1968: x=331.463, y=67.342
Point 1969: x=120.28, y=402.226
Point 1970: x=381.854, y=400.381
Point 1971: x=57.216, y=196.763
Point 1972: x=133.471, y=412.545
Point 1973: x=422.986, y=350.378
Point 1974: x=354.846, y=79.685
Point 1975: x=393.506, y=110.694
Point 1976: x=168.729, y=432.743
Point 1977: x=174.274, y=64.89
Point 1978: x=123.57, y=404.969
Point 1979: x=382.423, y=100.12
Point 1980: x=83.527, y=360.845
Point 1981: x=252.227, y=449.988
Point 1982: x=162.525, y=70.144
Point 1983: x=387.302, y=395.424
Point 1984: x=287.86, y=53.616
Point 1985: x=299.562, y=56.238
Point 1986: x=449.094, y=230.984
Point 1987: x=367.472, y=411.865
Point 1988: x=89.436, y=130.756
Point 1989: x=52.761, y=216.881
Point 1990: x=331.971, y=432.43
Point 1991: x=123.152, y=95.373
Point 1992: x=449.621, y=262.308
Point 1993: x=62.114, y=318.548
Point 1994: x=55.469, y=296.452
Point 1995: x=433.228, y=330.171
Point 1996: x=357.899, y=418.397
Point 1997: x=135.023, y=86.353
Point 1998: x=77.613, y=148.596
Point 1999: x=384.987, y=397.576
Point 2000: x=150.908, y=423.726
Point 2001: x=319.687, y=437.467
Point 2002: x=449.998, y=250.984
Point 2003: x=98.99, y=118.866
Point 2004: x=357.946, y=418.368
Point 2005: x=240.212, y=50.24
Point 2006: x=408.423, y=127.926
Point 2007: x=55.371, y=296.039
Point 2008: x=206.114, y=54.874
Point 2009: x=407.945, y=127.308
Point 2010: x=427.309, y=157.471
Point 2011: x=350.565, y=77.122
Point 2012: x=247.41, y=449.983
Point 2013: x=63.02, y=179.019
Point 2014: x=411.595, y=367.843
Point 2015: x=124.081, y=94.615
Point 2016: x=369.227, y=410.577
Point 2017: x=266.662, y=449.305
Point 2018: x=326.261, y=65.11
Point 2019: x=376.811, y=95.343
Point 2020: x=252.6, y=50.017
Point 2021: x=292.324, y=54.53
Point 2022: x=148.428, y=422.288
Point 2023: x=57.557, y=304.457
Point 2024: x=435.466, y=175.152
Point 2025: x=63.587, y=322.458
Point 2026: x=50.26, y=239.805
Point 2027: x=246.486, y=50.031
Point 2028: x=257.604, y=50.145
Point 2029: x=351.459, y=422.354
Point 2030: x=114.878, y=397.452
Point 2031: x=432.224, y=332.427
Point 2032: x=195.206, y=57.652
Point 2033: x=125.942, y=93.125
Point 2034: x=419.757, y=355.748
Point 2035: x=443.718, y=299.734
Point 2036: x=314.547, y=439.298
Point 2037: x=424.47, y=152.223
Point 2038: x=440.801, y=190.041
Point 2039: x=378.665, y=96.881
Point 2040: x=413.685, y=135.077
Point 2041: x=432.747, y=168.738
Point 2042: x=446.781, y=285.737
Point 2043: x=65.714, y=172.291
Point 2044: x=144.671, y=420.017
Point 2045: x=415.405, y=362.433
Point 2046: x=77.673, y=148.494
Point 2047: x=316.501, y=61.38
Point 2048: x=93.22, y=125.823
Point 2049: x=401.782, y=380.239
Point 2050: x=449.349, y=233.876
Point 2051: x=393.151, y=110.329
Point 2052: x=447.054, y=215.796
Point 2053: x=418.399, y=142.102
Point 2054: x=55.546, y=203.226
Point 2055: x=85.954, y=135.594
Point 2056: x=73.841, y=344.7
Point 2057: x=428.452, y=340.305
Point 2058: x=56.755, y=198.459
Point 2059: x=67.817, y=167.481
Point 2060: x=424.597, y=347.549
Point 2061: x=116.731, y=399.128
Point 2062: x=402.463, y=120.559
Point 2063: x=60.383, y=186.397
Point 2064: x=432.068, y=167.228
Point 2065: x=210.668, y=53.906
Point 2066: x=404.655, y=123.186
Point 2067: x=144.684, y=420.025
Point 2068: x=316.389, y=61.34
Point 2069: x=293.73, y=445.161
Point 2070: x=53.872, y=289.165
Point 2071: x=197.783, y=443.063
Point 2072: x=240.893, y=50.207
Point 2073: x=54.905, y=205.979
Point 2074: x=247.122, y=50.021
Point 2075: x=251.973, y=50.01
Point 2076: x=70.779, y=161.231
Point 2077: x=448.628, y=273.39
Point 2078: x=315.561, y=61.051
Point 2079: x=118.591, y=400.77
Point 2080: x=333.421, y=431.772
Point 2081: x=170.091, y=433.343
Point 2082: x=222.166, y=51.946
Point 2083: x=252.345, y=449.986
Point 2084: x=57.384, y=196.158
Point 2085: x=164.995, y=68.963
Point 2086: x=448.674, y=227.006
Point 2087: x=397.381, y=385.199
Point 2088: x=54.361, y=208.462
Point 2089: x=389.461, y=106.645
Point 2090: x=89.405, y=369.203
Point 2091: x=142.631, y=81.264
Point 2092: x=174.21, y=435.083
Point 2093: x=214.555, y=53.166
Point 2094: x=57.164, y=303.049
Point 2095: x=97.584, y=120.504
Point 2096: x=156.507, y=73.198
Point 2097: x=124.871, y=406.022
Point 2098: x=346.974, y=424.917
Point 2099: x=163.867, y=69.498
Point 2100: x=448.444, y=274.902
Point 2101: x=368.188, y=88.657
Point 2102: x=124.554, y=405.767
Point 2103: x=277.502, y=448.1
Point 2104: x=70.783, y=161.223
Point 2105: x=327.813, y=434.242
Point 2106: x=219.031, y=52.412
Point 2107: x=384.248, y=101.752
Point 2108: x=99.735, y=381.986
Point 2109: x=417.249, y=359.672
Point 2110: x=89.165, y=131.122
Point 2111: x=273.928, y=448.563
Point 2112: x=210.076, y=54.025
Point 2113: x=444.088, y=201.733
Point 2114: x=53.553, y=212.471
Point 2115: x=125.039, y=93.843
Point 2116: x=88.053, y=132.641
Point 2117: x=236.214, y=449.524
Point 2118: x=69.156, y=164.586
Point 2119: x=123.209, y=95.326
Point 2120: x=449.992, y=248.172
Point 2121: x=137.73, y=415.515
Point 2122: x=259.701, y=449.765
Point 2123: x=51.888, y=277.416
Point 2124: x=71.867, y=159.067
Point 2125: x=317.205, y=438.371
Point 2126: x=50.297, y=239.099
Point 2127: x=370.736, y=409.446
Point 2128: x=157.99, y=427.579
Point 2129: x=154.475, y=74.288
Point 2130: x=449.986, y=252.376
Point 2131: x=305.683, y=442.092
Point 2132: x=198.53, y=443.264
Point 2133: x=169.673, y=433.16
Point 2134: x=96.062, y=377.683
Point 2135: x=92.925, y=126.196
Point 2136: x=191.367, y=441.212
Point 2137: x=98.521, y=380.591
Point 2138: x=228.326, y=448.822
Point 2139: x=156.736, y=73.077
Point 2140: x=175.429, y=64.422
Point 2141: x=139.347, y=416.601
Point 2142: x=309.329, y=59.002
Point 2143: x=208.083, y=54.442
Point 2144: x=226.185, y=448.577
Point 2145: x=96.105, y=377.735
Point 2146: x=164.546, y=69.175
Point 2147: x=382.041, y=400.217
Point 2148: x=343.514, y=73.209
Point 2149: x=89.553, y=369.402
Point 2150: x=444.038, y=201.53
Point 2151: x=264.446, y=449.478
Point 2152: x=449.401, y=234.529
Point 2153: x=221.334, y=52.065
Point 2154: x=423.774, y=349.009
Point 2155: x=445.397, y=207.336
Point 2156: x=158.962, y=428.079
Point 2157: x=339.604, y=428.805
Point 2158: x=448.65, y=226.801
Point 2159: x=336.173, y=69.517
Point 2160: x=419.987, y=355.377
Point 2161: x=53.92, y=289.402
Point 2162: x=51.112, y=228.942
Point 2163: x=82.967, y=140.0
Point 2164: x=448.963, y=270.343
Point 2165: x=94.797, y=123.857
Point 2166: x=50.567, y=265.046
Point 2167: x=399.956, y=117.663
Point 2168: x=99.912, y=382.187
Point 2169: x=76.043, y=348.687
Point 2170: x=271.287, y=51.136
Point 2171: x=449.228, y=232.443
Point 2172: x=324.638, y=64.449
Point 2173: x=363.847, y=85.565
Point 2174: x=64.836, y=325.592
Point 2175: x=404.113, y=122.527
Point 2176: x=148.763, y=422.485
Point 2177: x=318.664, y=62.156
Point 2178: x=90.185, y=129.754
Point 2179: x=444.217, y=297.746
Point 2180: x=98.803, y=380.917
Point 2181: x=143.808, y=80.521
Point 2182: x=52.938, y=284.154
Point 2183: x=308.611, y=441.219
Point 2184: x=176.589, y=436.04
Point 2185: x=254.614, y=449.947
Point 2186: x=448.195, y=276.806
Point 2187: x=449.029, y=269.679
Point 2188: x=449.527, y=236.248
Point 2189: x=93.568, y=374.616
Point 2190: x=437.649, y=319.194
Point 2191: x=350.742, y=422.774
Point 2192: x=154.82, y=74.1
Point 2193: x=390.401, y=107.565
Point 2194: x=436.788, y=178.515
Point 2195: x=111.848, y=105.383
Point 2196: x=287.504, y=53.548
Point 2197: x=354.893, y=79.713
Point 2198: x=120.56, y=97.536
Point 2199: x=417.303, y=140.411
Point 2200: x=357.33, y=81.239
Point 2201: x=142.404, y=81.408
Point 2202: x=52.696, y=282.729
Point 2203: x=50.022, y=252.94
Point 2204: x=203.794, y=444.589
Point 2205: x=69.142, y=164.616
Point 2206: x=70.502, y=161.793
Point 2207: x=416.84, y=139.708
Point 2208: x=419.666, y=144.107
Point 2209: x=200.012, y=443.652
Point 2210: x=88.012, y=367.302
Point 2211: x=302.403, y=443.013
Point 2212: x=50.071, y=255.322
Point 2213: x=50.058, y=245.196
Point 2214: x=258.505, y=449.819
Point 2215: x=169.396, y=433.038
Point 2216: x=234.981, y=50.565
Point 2217: x=327.332, y=65.555
Point 2218: x=219.443, y=447.652
Point 2219: x=429.69, y=337.814
Point 2220: x=50.776, y=232.402
Point 2221: x=443.746, y=299.622
Point 2222: x=259.932, y=50.247
Point 2223: x=80.222, y=144.286
Point 2224: x=288.742, y=53.788
Point 2225: x=449.98, y=252.82
Point 2226: x=86.731, y=134.488
Point 2227: x=118.464, y=400.66
Point 2228: x=305.618, y=442.111
Point 2229: x=364.571, y=413.931
Point 2230: x=445.079, y=205.907
Point 2231: x=52.158, y=279.299
Point 2232: x=346.891, y=75.037
Point 2233: x=220.909, y=447.873
Point 2234: x=207.488, y=445.43
Point 2235: x=401.086, y=381.045
Point 2236: x=283.921, y=447.102
Point 2237: x=50.0, y=250.431
Point 2238: x=446.509, y=287.207
Point 2239: x=310.845, y=440.52
Point 2240: x=296.021, y=444.633
Point 2241: x=353.603, y=78.926
Point 2242: x=202.186, y=55.8
Point 2243: x=50.91, y=230.939
Point 2244: x=324.758, y=64.497
Point 2245: x=447.39, y=217.795
Point 2246: x=383.554, y=398.873
Point 2247: x=180.171, y=62.586
Point 2248: x=288.722, y=53.784
Point 2249: x=413.562, y=365.097
Point 2250: x=183.689, y=438.687
Point 2251: x=374.208, y=406.756
Point 2252: x=430.363, y=163.576
Point 2253: x=150.997, y=76.223
Point 2254: x=268.315, y=449.16
Point 2255: x=81.255, y=142.644
Point 2256: x=190.191, y=59.152
Point 2257: x=354.134, y=420.751
Point 2258: x=117.361, y=399.69
Point 2259: x=54.115, y=290.36
Point 2260: x=219.225, y=447.618
Point 2261: x=372.252, y=408.286
Point 2262: x=122.873, y=404.398
Point 2263: x=448.407, y=275.19
Point 2264: x=267.459, y=449.237
Point 2265: x=443.643, y=300.025
Point 2266: x=441.926, y=193.745
Point 2267: x=102.465, y=385.032
Point 2268: x=285.493, y=446.825
Point 2269: x=383.702, y=398.741
Point 2270: x=118.198, y=400.427
Point 2271: x=428.026, y=341.141
Point 2272: x=225.528, y=448.497
Point 2273: x=437.377, y=319.927
Point 2274: x=210.276, y=446.015
Point 2275: x=50.251, y=260.022
Point 2276: x=295.702, y=55.292
Point 2277: x=279.819, y=52.235
Point 2278: x=286.613, y=446.62
Point 2279: x=445.488, y=292.241
Point 2280: x=416.744, y=360.437
Point 2281: x=236.012, y=50.49
Point 2282: x=441.19, y=308.705
Point 2283: x=317.505, y=438.263
Point 2284: x=250.22, y=50.0
Point 2285: x=360.103, y=416.965
Point 2286: x=316.71, y=61.453
Point 2287: x=241.885, y=50.165
Point 2288: x=442.785, y=196.765
Point 2289: x=94.909, y=123.719
Point 2290: x=192.723, y=58.377
Point 2291: x=385.348, y=102.756
Point 2292: x=443.306, y=198.688
Point 2293: x=198.187, y=56.828
Point 2294: x=101.354, y=383.807
Point 2295: x=221.0, y=447.886
Point 2296: x=135.76, y=85.838
Point 2297: x=430.881, y=335.336
Point 2298: x=195.033, y=442.298
Point 2299: x=50.67, y=266.358
Point 2300: x=125.898, y=406.839
Point 2301: x=54.574, y=292.528
Point 2302: x=53.805, y=288.825
Point 2303: x=92.816, y=373.666
Point 2304: x=53.827, y=211.061
Point 2305: x=143.017, y=418.981
Point 2306: x=197.698, y=56.96
Point 2307: x=104.798, y=387.536
Point 2308: x=400.756, y=118.575
Point 2309: x=212.421, y=446.438
Point 2310: x=127.057, y=407.75
Point 2311: x=335.169, y=69.041
Point 2312: x=70.982, y=160.822
Point 2313: x=316.803, y=438.514
Point 2314: x=422.405, y=148.626
Point 2315: x=67.543, y=331.911
Point 2316: x=106.295, y=110.9
Point 2317: x=441.801, y=306.678
Point 2318: x=260.827, y=50.293
Point 2319: x=79.705, y=145.121
Point 2320: x=418.411, y=357.879
Point 2321: x=314.478, y=439.321
Point 2322: x=430.152, y=163.137
Point 2323: x=445.067, y=205.852
Point 2324: x=65.606, y=172.549
Point 2325: x=50.202, y=258.996
Point 2326: x=123.847, y=405.195
Point 2327: x=220.335, y=447.788
Point 2328: x=133.444, y=412.526
Point 2329: x=106.106, y=111.095
Point 2330: x=370.98, y=409.26
Point 2331: x=443.758, y=299.576
Point 2332: x=252.533, y=50.016
Point 2333: x=136.561, y=414.716
Point 2334: x=114.006, y=103.352
Point 2335: x=447.175, y=216.502
Point 2336: x=50.159, y=257.967
Point 2337: x=50.054, y=254.64
Point 2338: x=395.976, y=113.285
Point 2339: x=205.855, y=54.933
Point 2340: x=95.252, y=376.701
Point 2341: x=219.38, y=52.358
Point 2342: x=50.147, y=242.323
Point 2343: x=124.291, y=405.555
Point 2344: x=374.854, y=406.242
Point 2345: x=430.283, y=163.409
Point 2346: x=74.122, y=345.22
Point 2347: x=125.242, y=93.681
Point 2348: x=226.302, y=51.409
Point 2349: x=412.184, y=132.968
Point 2350: x=443.038, y=197.69
Point 2351: x=300.334, y=443.563
Point 2352: x=84.365, y=137.906
Point 2353: x=111.979, y=105.258
Point 2354: x=65.671, y=327.606
Point 2355: x=237.806, y=50.372
Point 2356: x=234.681, y=50.588
Point 2357: x=68.919, y=334.91
Point 2358: x=449.053, y=230.558
Point 2359: x=357.198, y=81.155
Point 2360: x=295.883, y=444.666
Point 2361: x=377.407, y=404.167
Point 2362: x=69.823, y=336.812
Point 2363: x=383.062, y=100.686
Point 2364: x=297.082, y=444.379
Point 2365: x=352.477, y=421.751
Point 2366: x=372.446, y=91.864
Point 2367: x=79.812, y=144.948
Point 2368: x=107.413, y=109.754
Point 2369: x=57.988, y=305.96
Point 2370: x=448.214, y=276.67
Point 2371: x=449.246, y=267.355
Point 2372: x=60.374, y=186.422
Point 2373: x=449.941, y=254.872
Point 2374: x=118.882, y=401.024
Point 2375: x=168.021, y=67.573
Point 2376: x=272.908, y=51.316
Point 2377: x=242.017, y=449.841
Point 2378: x=157.118, y=72.876
Point 2379: x=213.988, y=446.731
Point 2380: x=50.239, y=259.77
Point 2381: x=234.073, y=449.365
Point 2382: x=122.048, y=403.715
Point 2383: x=388.632, y=105.843
Point 2384: x=123.06, y=95.448
Point 2385: x=387.75, y=105.0
